,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex
17580,196306,2017,25.7617,2,4,2,4,2,1,1
17581,196308,2017,21.6978,2,2,3,5,2,1,1
17582,196309,2017,24.7544,1,5,3,7,1,1,1
17583,196310,2017,22.082,2,6,2,6,2,1,1
17584,196311,2017,31.5857,2,5,4,7,2,1,1
17585,196312,2017,21.3407,1,4,1,5,1,1,1
17586,196313,2017,19.8252,1,8,4,7,1,3,1
17587,196314,2017,24.736,1,4,7,6,1,4,1
17588,196315,2017,23.1855,2,7,3,4,1,1,1
17589,196316,2017,23.3029,1,4,4,5,3,1,1
17590,196317,2017,20.09,2,4,2,7,2,1,1
17591,196318,2017,17.4949,2,1,3,1,2,2,1
17592,196319,2017,21.2617,2,8,6,6,3,3,1
17593,196320,2017,23.5433,2,5,5,3,2,1,1
17594,196321,2017,20.9785,1,5,6,7,1,1,1
17595,196322,2017,25.8255,2,4,2,7,1,1,1
17596,196325,2017,20.375,2,6,1,4,1,4,1
17597,196326,2017,17.8394,2,7,2,3,1,3,1
17598,196327,2017,26.5164,1,3,4,5,3,3,1
17599,196328,2017,23.0343,1,5,3,2,1,4,1
17600,196329,2017,25.2338,1,1,4,4,4,3,1
17601,196330,2017,16.9032,2,2,4,6,2,1,1
17602,196331,2017,19.3278,1,6,4,4,2,1,1
17603,196332,2017,17.6602,2,1,7,1,2,2,1
17604,196333,2017,20.2457,2,4,5,3,1,4,1
17605,196334,2017,18.7716,2,5,5,7,1,2,1
17606,196335,2017,24.8448,2,1,2,2,1,4,1
17607,196336,2017,18.1864,2,6,3,4,1,1,1
17608,196337,2017,25.9176,2,7,2,7,1,1,1
17609,196338,2017,28.2526,2,4,5,6,2,2,1
17610,196339,2017,20.2442,2,5,2,4,1,1,1
17611,196342,2017,19.9927,1,6,1,5,2,4,1
17612,196343,2017,18.4024,1,5,4,7,2,3,1
17613,196344,2017,17.8927,2,8,4,2,1,1,1
17614,196345,2017,19.0443,2,8,1,7,2,3,1
17615,196346,2017,22.195,2,2,2,4,2,3,1
17616,196347,2017,39.2676,2,6,3,2,2,3,1
17617,196348,2017,19.1367,2,4,2,2,1,1,1
17618,196349,2017,30.7313,2,8,2,7,2,3,1
17619,196350,2017,23.6004,1,1,3,2,2,3,1
17620,196352,2017,23.9467,1,6,7,7,3,2,1
17621,196353,2017,21.0859,2,3,1,7,1,3,1
17622,196354,2017,18.8339,2,4,3,6,6,1,1
17623,196355,2017,17.2664,1,6,5,6,2,1,1
17624,196356,2017,19.8277,2,4,1,4,2,1,1
17625,196358,2017,17.9269,2,3,1,6,1,3,1
17626,196359,2017,21.6978,2,3,5,3,1,4,1
17627,196360,2017,29.4454,1,8,5,7,2,1,1
17628,196362,2017,21.3407,2,4,2,6,2,2,1
17629,196363,2017,24.1065,2,5,5,1,7,3,1
17630,196364,2017,18.7813,2,1,3,7,1,1,1
17631,196365,2017,22.195,2,5,4,4,1,1,1
17632,196366,2017,37.0415,1,5,7,4,2,1,1
17633,196367,2017,23.9239,1,3,1,2,1,1,1
17634,196368,2017,20.3269,2,5,4,3,2,1,1
17635,196369,2017,18.9541,2,5,3,3,1,1,1
17636,196370,2017,22.7338,2,4,4,7,1,2,1
17637,196371,2017,21.2169,2,5,1,5,1,1,1
17638,196372,2017,17.732,1,1,1,3,2,1,1
17639,196373,2017,23.5664,2,8,3,2,2,1,1
17640,196374,2017,18.0332,2,8,2,3,2,1,1
17641,196375,2017,19.6337,2,7,3,4,1,1,1
17642,196376,2017,18.0963,2,7,6,7,1,1,1
17643,196377,2017,21.4414,2,1,5,1,1,1,1
17644,196378,2017,19.1053,2,6,3,1,2,1,1
17645,196379,2017,22.082,2,2,3,5,7,1,1
17646,196380,2017,17.0725,2,6,4,4,1,1,1
17647,196382,2017,29.6364,1,7,6,1,2,2,1
17648,196383,2017,16.4246,1,5,5,1,4,1,1
17649,196384,2017,19.805,1,1,4,5,2,3,1
17650,196387,2017,20.8754,1,6,7,5,1,1,1
17651,196388,2017,23.9,2,8,2,2,1,3,1
17652,196390,2017,24.9917,1,6,7,7,2,2,1
17653,196391,2017,23.7963,1,6,4,7,1,2,1
17654,196392,2017,17.732,2,7,4,4,1,3,1
17655,196393,2017,19.2555,2,4,3,1,1,1,1
17656,196395,2017,20.7347,1,3,5,7,4,1,1
17657,196398,2017,18.7813,2,8,7,6,1,1,1
17658,196399,2017,18.3213,2,1,5,6,2,2,1
17659,196400,2017,15.4301,1,2,6,6,2,1,1
17660,196401,2017,18.5467,2,6,3,4,2,1,1
17661,196403,2017,35.4375,1,3,1,1,2,2,1
17662,196406,2017,19.4922,2,6,1,6,1,3,1
17663,196407,2017,22.0895,2,3,5,7,4,1,1
17664,196408,2017,20.8288,2,8,5,6,2,1,1
17665,196409,2017,17.6681,1,5,4,4,1,1,1
17666,196412,2017,32.1429,2,1,3,3,1,2,1
17667,196413,2017,21.6832,1,1,7,7,1,1,1
17668,196414,2017,23.9,2,4,2,3,3,4,1
17669,196415,2017,21.793,2,6,2,4,1,1,1
17670,196416,2017,12.179,1,6,4,1,1,4,1
17671,196417,2017,20.5878,2,6,4,7,3,1,1
17672,196419,2017,19.805,2,2,2,7,2,1,1
17673,196420,2017,26.5164,2,5,1,7,1,4,1
17674,196423,2017,35.8538,2,6,4,7,3,4,1
17675,196424,2017,24.7544,2,8,6,7,3,4,1
17676,196425,2017,20.8936,2,3,2,1,2,2,1
17677,196426,2017,23.003,2,6,5,7,2,3,1
17678,196427,2017,20.2216,2,1,2,4,1,4,1
17679,196428,2017,17.2989,1,1,1,1,2,3,1
17680,196429,2017,26.3134,2,8,5,3,7,3,1
17681,196430,2017,28.3232,1,4,4,5,1,1,1
17682,196431,2017,25.5791,1,8,2,4,1,1,1
17683,196433,2017,20.6094,2,6,1,5,1,4,1
17684,196434,2017,20.3169,1,6,3,4,1,1,1
17685,196435,2017,18.1618,1,4,4,4,2,4,1
17686,196436,2017,21.598,2,4,2,1,1,1,1
17687,196437,2017,29.4494,2,6,2,7,2,2,1
17688,196438,2017,17.9269,1,3,3,5,2,1,1
17689,196439,2017,23.5613,1,3,2,6,2,2,1
17690,196440,2017,22.6593,2,4,2,5,1,1,1
17691,196441,2017,21.9945,2,4,2,2,2,2,1
17692,196442,2017,20.3269,2,6,3,3,2,1,1
17693,196444,2017,20.1438,1,1,2,2,2,1,1
17694,196445,2017,22.9936,1,3,1,4,2,1,1
17695,196447,2017,22.082,1,1,1,7,1,3,1
17696,196448,2017,18.4258,1,4,4,2,2,3,1
17697,196449,2017,19.8478,2,5,1,7,7,2,1
17698,196450,2017,18.8951,2,3,4,7,7,2,1
17699,196451,2017,19.285,2,8,1,5,1,1,1
17700,196452,2017,22.7822,2,3,5,5,1,1,1
17701,196453,2017,25.1142,2,6,1,4,7,1,1
17702,196454,2017,19.4922,2,4,4,2,1,1,1
17703,196455,2017,23.003,2,4,2,1,2,4,1
17704,196456,2017,23.9219,2,1,3,7,2,1,1
17705,196457,2017,27.2344,1,7,1,3,3,3,1
17706,196459,2017,17.9355,2,6,2,2,1,1,1
17707,196460,2017,19.9927,2,6,3,4,1,1,1
17708,196461,2017,19.4922,2,2,4,2,1,1,1
17709,196462,2017,36.3727,1,1,7,1,5,4,1
17710,196465,2017,23.9911,2,7,1,1,2,3,1
17711,196466,2017,17.0725,1,6,3,1,1,4,1
17712,196467,2017,19.3233,1,2,4,2,1,1,1
17713,196468,2017,23.2216,2,1,4,5,1,4,1
17714,196469,2017,19.9927,1,8,1,7,2,1,1
17715,196470,2017,18.7716,2,1,4,7,3,2,1
17716,196472,2017,19.3114,2,6,1,7,1,4,1
17717,196473,2017,17.4279,1,8,1,2,1,1,1
17718,196476,2017,21.6172,2,8,3,2,3,4,1
17719,196478,2017,22.4683,1,4,5,2,3,3,1
17720,196479,2017,23.4131,2,3,5,4,2,3,1
17721,196480,2017,23.1589,2,8,2,3,3,1,1
17722,196482,2017,24.8047,2,4,1,3,1,2,1
17723,196484,2017,22.8204,1,1,5,7,3,4,1
17724,196485,2017,18.4258,2,5,1,7,1,4,1
17725,196486,2017,22.6797,2,1,1,7,1,4,1
17726,196487,2017,25.6088,2,6,4,4,1,4,1
17727,196488,2017,22.8763,2,2,5,2,1,1,1
17728,196491,2017,24.736,2,3,1,7,1,1,1
17729,196492,2017,43.1932,2,1,1,7,2,1,1
17730,196494,2017,20.0893,2,8,3,2,1,1,1
17731,196495,2017,24.5453,2,3,1,4,1,1,1
17732,196496,2017,23.9219,2,8,3,3,1,1,1
17733,196498,2017,14.7247,2,8,3,6,1,1,1
17734,196499,2017,29.4913,2,3,1,7,2,1,1
17735,196500,2017,18.7716,2,8,4,1,1,1,1
17736,196501,2017,21.1903,2,8,3,5,1,1,1
17737,196502,2017,22.4429,1,1,2,4,1,1,1
17738,196503,2017,25.6914,2,1,3,1,7,3,1
17739,196504,2017,21.2617,2,5,1,3,1,1,1
17740,196505,2017,16.7939,1,4,1,7,3,3,1
17741,196506,2017,19.2591,2,3,6,1,2,3,1
17742,196507,2017,26.8057,2,4,1,4,2,3,1
17743,196508,2017,21.2617,2,8,2,2,1,4,1
17744,196509,2017,26.526,1,1,1,5,7,1,1
17745,196510,2017,25.7157,1,5,3,2,2,4,1
17746,196511,2017,20.8936,2,6,1,5,1,3,1
17747,196512,2017,23.5547,1,6,4,6,3,4,1
17748,196513,2017,20.77,1,4,7,7,2,3,1
17749,196514,2017,21.3689,1,6,4,7,2,3,1
17750,196515,2017,25.3246,2,6,1,6,1,4,1
17751,196516,2017,19.4382,1,1,2,7,2,3,1
17752,196517,2017,26.1309,1,2,1,7,5,3,1
17753,196518,2017,29.8769,2,6,7,4,2,3,1
17754,196519,2017,20.4863,1,4,7,5,7,4,1
17755,196520,2017,22.4298,2,6,3,1,2,1,1
17756,196521,2017,25.8711,1,4,4,4,3,3,1
17757,196522,2017,21.6978,1,8,4,5,2,1,1
17758,196523,2017,24.585,1,3,6,7,4,3,1
17759,196524,2017,24.05,2,4,7,7,2,1,1
17760,196525,2017,20.0893,2,6,4,6,1,1,1
17761,196528,2017,19.285,2,8,2,7,1,1,1
17762,196529,2017,22.7822,1,1,2,7,7,3,1
17763,196530,2017,18.0332,2,6,2,2,1,1,1
17764,196531,2017,17.6602,2,3,2,2,1,2,1
17765,196532,2017,22.8246,1,8,2,3,3,1,1
17766,196534,2017,25.4394,1,4,2,7,2,1,1
17767,196535,2017,22.9936,1,5,2,1,2,1,1
17768,196536,2017,20.5711,1,1,1,7,2,1,1
17769,196537,2017,15.3134,2,6,4,5,1,1,1
17770,196538,2017,19.8438,2,5,4,3,1,1,1
17771,196539,2017,21.3706,2,8,1,7,1,1,1
17772,196540,2017,19.2932,1,3,2,5,2,1,1
17773,196542,2017,28.0397,2,3,2,7,5,2,1
17774,196543,2017,17.182,2,7,3,4,2,1,1
17775,196544,2017,19.6337,2,5,1,2,1,1,1
17776,196545,2017,25.1298,2,3,1,5,2,1,1
17777,196546,2017,25.2699,1,4,5,5,2,2,1
17778,196547,2017,24.5412,2,1,2,7,3,1,1
17779,196548,2017,28.1404,2,5,5,7,3,4,1
17780,196549,2017,21.5017,2,3,5,7,7,1,1
17781,196550,2017,21.3407,1,4,2,7,2,1,1
17782,196551,2017,19.4922,2,2,1,4,1,4,1
17783,196552,2017,21.1611,2,6,2,1,1,1,1
17784,196554,2017,32.5845,2,6,1,1,3,4,1
17785,196555,2017,22.7578,2,3,4,5,2,1,1
17786,196556,2017,23.1822,2,6,3,7,7,1,1
17787,196558,2017,21.7928,2,4,5,5,3,1,1
17788,196559,2017,17.68,2,5,1,5,2,1,1
17789,196560,2017,42.5234,2,1,5,7,2,1,1
17790,196561,2017,19.6194,1,8,1,7,3,2,1
17791,196562,2017,19.0412,2,8,6,7,2,4,1
17792,196563,2017,30.3008,1,2,7,1,7,4,1
17793,196564,2017,19.9927,2,8,1,7,2,1,1
17794,196565,2017,25.6088,2,6,4,7,2,2,1
17795,196566,2017,19.9927,2,2,7,7,1,1,1
17796,196567,2017,24.7544,2,5,3,4,2,2,1
17797,196568,2017,35.82,2,1,5,6,1,1,1
17798,196569,2017,21.3407,2,6,3,5,2,1,1
17799,196570,2017,16.8276,2,8,3,4,7,1,1
17800,196571,2017,15.9963,2,6,1,7,2,2,1
17801,196572,2017,42.269,1,1,1,7,2,1,1
17802,196573,2017,17.0725,1,5,3,3,1,1,1
17803,196574,2017,22.494,2,5,3,5,1,1,1
17804,196575,2017,19.2555,2,6,3,4,1,1,1
17805,196576,2017,23.3029,2,5,2,5,1,2,1
17806,196577,2017,18.8031,1,5,4,6,2,1,1
17807,196578,2017,18.0332,2,7,3,2,1,4,1
17808,196579,2017,26.4308,2,7,2,7,1,1,1
17809,196580,2017,19.9298,2,8,1,4,1,4,1
17810,196581,2017,34.5294,2,1,5,2,2,1,1
17811,196582,2017,22.6338,2,8,1,4,1,1,1
17812,196584,2017,21.216,2,6,4,1,1,1,1
17813,196585,2017,22.6556,2,8,3,4,1,4,1
17814,196586,2017,18.7813,1,8,4,2,2,1,1
17815,196587,2017,21.2169,2,7,4,7,1,1,1
17816,196588,2017,23.3906,1,7,4,1,2,1,1
17817,196589,2017,19.805,1,6,3,1,2,3,1
17818,196591,2017,22.8246,1,3,5,5,1,3,1
17819,196592,2017,22.6556,2,3,5,4,1,2,1
17820,196593,2017,25.3359,2,3,2,7,2,1,1
17821,196594,2017,20.4048,1,6,5,4,1,1,1
17822,196596,2017,19.8438,2,8,2,3,1,1,1
17823,196598,2017,19.6319,2,3,4,5,1,1,1
17824,196599,2017,20.375,1,8,2,1,1,1,1
17825,196600,2017,26.4308,1,3,3,6,4,3,1
17826,196601,2017,20.8936,1,8,5,7,1,1,1
17827,196603,2017,25.6088,1,6,5,1,1,1,1
17828,196604,2017,25.6088,2,5,5,6,2,4,1
17829,196605,2017,18.9626,2,5,2,6,1,4,1
17830,196606,2017,21.0093,2,4,1,5,2,1,1
17831,196607,2017,23.9219,1,6,3,2,1,1,1
17832,196608,2017,25.9513,2,6,5,6,1,1,1
17833,196610,2017,19.8478,2,1,5,5,1,2,1
17834,196611,2017,31.8945,2,5,2,2,3,1,1
17835,196612,2017,22.082,1,3,4,4,2,2,1
17836,196613,2017,20.77,1,4,4,7,2,3,1
17837,196615,2017,25.0058,1,6,7,7,2,3,1
17838,196616,2017,17.6602,2,3,2,3,2,1,1
17839,196617,2017,20.6094,2,6,2,5,1,1,1
17840,196618,2017,19.4922,1,8,1,1,2,3,1
17841,196619,2017,20.1438,2,1,2,2,1,2,1
17842,196620,2017,20.0234,2,7,2,4,1,1,1
17843,196621,2017,20.1438,2,8,4,3,1,3,1
17844,196622,2017,20.9785,2,6,1,1,2,3,1
17845,196624,2017,26.3668,2,6,1,2,3,2,1
17846,196625,2017,18.3143,2,8,1,7,1,4,1
17847,196626,2017,17.8506,2,1,1,4,1,4,1
17848,196627,2017,19.448,2,8,4,6,1,3,1
17849,196628,2017,20.6094,2,3,2,7,2,1,1
17850,196633,2017,22.494,2,2,6,1,1,1,1
17851,196634,2017,19.6584,2,8,1,5,1,2,1
17852,196635,2017,25.6088,2,4,1,6,1,1,1
17853,196636,2017,24.4922,2,8,5,1,2,1,1
17854,196637,2017,22.1484,2,5,4,5,1,1,1
17855,196638,2017,28.3205,2,4,1,2,1,1,1
17856,196639,2017,18.4258,2,8,4,2,1,4,1
17857,196640,2017,24.2507,2,3,5,7,2,2,1
17858,196641,2017,17.7188,2,2,5,1,7,2,1
17859,196642,2017,34.7803,2,1,7,5,3,2,1
17860,196643,2017,23.0922,2,4,5,6,1,1,1
17861,196644,2017,19.8252,2,3,2,7,2,1,1
17862,196645,2017,31.1552,1,1,1,7,1,3,1
17863,196646,2017,26.5062,1,8,3,2,2,1,1
17864,196647,2017,23.3906,2,1,3,7,1,4,1
17865,196648,2017,21.3407,2,5,4,4,1,1,1
17866,196649,2017,19.5527,1,6,3,3,2,1,1
17867,196650,2017,26.7539,2,6,2,5,1,3,1
17868,196652,2017,20.7305,2,8,4,3,1,1,1
17869,196662,2017,17.517,2,2,4,1,1,1,1
17870,196663,2017,19.4625,1,8,2,5,1,2,1
17871,196664,2017,19.3233,2,4,2,3,1,3,1
17872,196665,2017,24.9917,2,6,1,7,1,2,1
17873,196666,2017,25.8962,2,3,5,3,1,1,1
17874,196679,2017,25.0709,1,1,5,7,2,3,1
17875,196681,2017,18.693,1,1,1,7,1,2,1
17876,196682,2017,17.415,2,3,1,7,1,2,1
17877,196684,2017,23.7307,2,1,7,7,3,2,1
17878,196693,2017,24.5412,2,1,5,1,1,4,1
17879,196695,2017,25.7617,1,6,3,3,3,3,1
17880,196701,2017,17.0725,2,5,4,3,1,1,1
17881,196703,2017,19.4922,2,7,3,6,1,1,1
17882,196704,2017,20.4863,2,2,1,1,1,1,1
17883,196705,2017,19.1511,1,4,5,7,5,4,1
17884,196706,2017,21.2617,2,8,6,5,3,1,1
17885,196707,2017,23.3906,2,2,2,1,1,3,1
17886,196708,2017,22.0417,2,5,5,7,1,1,1
17887,196709,2017,22.082,2,4,3,2,1,4,1
17888,196710,2017,17.7188,2,6,1,5,1,1,1
17889,196712,2017,16.6728,2,3,3,4,2,1,1
17890,196713,2017,20.6612,2,5,1,5,1,2,1
17891,196714,2017,20.0268,2,3,3,2,2,1,1
17892,196715,2017,31.8945,1,1,5,1,2,3,1
17893,196716,2017,16.6728,2,6,4,4,2,1,1
17894,196717,2017,23.8237,2,7,1,4,1,1,1
17895,196718,2017,18.9541,2,4,3,5,1,1,1
17896,196719,2017,19.4464,2,1,1,7,1,4,1
17897,196720,2017,21.7107,2,4,2,7,1,2,1
17898,196721,2017,62.3711,1,2,1,1,1,2,1
17899,196727,2017,24.924,2,5,1,3,1,3,1
17900,196728,2017,17.867,2,7,2,1,1,1,1
17901,196730,2017,18.3143,1,8,1,1,1,3,1
17902,196731,2017,17.4279,1,8,1,1,3,1,1
17903,196732,2017,16.832,2,3,1,4,1,4,1
17904,196733,2017,22.7069,2,8,7,1,7,2,1
17905,196734,2017,23.003,2,5,6,1,2,3,1
17906,196739,2017,21.2617,2,8,1,7,3,3,1
17907,196740,2017,16.6612,2,7,3,1,1,1,1
17908,196743,2017,24.1381,2,4,1,7,1,4,1
17909,196749,2017,26.6593,2,1,1,1,1,3,1
17910,196750,2017,20.8264,2,7,3,4,1,1,1
17911,196752,2017,22.8082,2,5,3,4,1,1,1
17912,196755,2017,20.7347,2,5,3,3,1,1,1
17913,196760,2017,18.4807,2,7,1,2,1,1,1
17914,196761,2017,17.9269,2,6,1,6,1,4,1
17915,196762,2017,31.0078,2,6,3,3,1,3,1
17916,196766,2017,22.6338,2,5,3,4,1,1,1
17917,196769,2017,36.7266,2,8,4,1,2,3,1
17918,196771,2017,27.2178,1,1,7,7,3,2,1
17919,196772,2017,27.7356,2,3,1,3,2,1,1
17920,196774,2017,23.9239,2,8,3,7,2,1,1
17921,196776,2017,20.77,1,4,3,6,2,3,1
17922,196777,2017,17.0117,2,4,2,6,1,4,1
17923,196778,2017,19.6925,2,4,4,7,3,2,1
17924,196779,2017,22.0219,2,1,5,6,1,3,1
17925,196780,2017,24.8448,2,1,1,7,1,3,1
17926,196782,2017,24.4922,1,2,2,2,3,1,1
17927,196784,2017,21.216,1,8,2,5,1,3,1
17928,196785,2017,36.4356,2,6,5,5,1,1,1
17929,196787,2017,17.415,2,7,2,7,1,2,1
17930,196788,2017,27.2178,2,4,1,5,1,3,1
17931,196790,2017,21.6602,2,8,2,1,2,1,1
17932,196791,2017,23.3242,1,2,5,7,1,1,1
17933,196794,2017,17.1607,2,5,4,6,1,1,1
17934,196799,2017,19.3045,2,4,4,1,2,1,1
17935,196804,2017,25.0058,2,4,5,5,2,3,1
17936,196805,2017,22.1484,2,4,4,4,3,3,1
17937,196809,2017,27.2896,1,1,1,1,1,2,1
17938,196827,2017,17.8945,2,4,7,3,2,2,1
17939,196828,2017,24.1579,1,1,4,1,2,2,1
17940,196829,2017,17.3633,1,1,1,7,2,3,1
17941,196830,2017,18.693,2,4,1,1,1,2,1
17942,196832,2017,21.1446,2,3,4,3,2,2,1
17943,196853,2017,21.5234,1,2,3,6,1,4,1
17944,196856,2017,21.6602,2,6,2,5,1,3,1
17945,196859,2017,23.5664,1,8,4,1,3,3,1
17946,196866,2017,19.9927,2,8,3,5,2,4,1
17947,196868,2017,15.1559,2,1,1,7,1,2,1
17948,196869,2017,20.8288,2,2,3,7,1,3,1
17949,196870,2017,19.8796,2,8,2,1,1,3,1
17950,196876,2017,22.3391,2,7,5,2,1,2,1
17951,196885,2017,23.6004,2,6,4,3,1,1,1
17952,196886,2017,20.7347,2,6,3,7,1,4,1
17953,196887,2017,19.12,2,7,1,1,2,1,1
17954,196888,2017,19.4464,2,3,3,6,1,1,1
17955,196889,2017,18.5143,2,3,2,2,2,3,1
17956,196898,2017,22.6338,2,3,4,3,1,3,1
17957,196901,2017,20.6594,2,4,4,2,2,2,1
17958,196903,2017,19.1367,2,7,7,3,2,4,1
17959,196906,2017,18.1864,2,8,2,1,1,4,1
17960,196907,2017,23.1648,2,4,1,7,2,3,1
17961,196908,2017,19.8438,2,4,2,1,2,2,1
17962,196918,2017,26.6817,1,4,3,6,2,1,1
17963,196919,2017,19.3556,2,4,3,3,2,3,1
17964,196920,2017,22.6556,2,5,2,3,2,3,1
17965,196921,2017,21.598,2,3,5,6,3,3,1
17966,196923,2017,19.3278,1,7,2,5,1,1,1
17967,196930,2017,18.0484,2,3,1,6,3,3,1
17968,196937,2017,20.4863,2,7,2,1,1,4,1
17969,196940,2017,17.8927,2,6,2,4,1,1,1
17970,196942,2017,19.448,2,8,1,4,1,4,1
17971,196943,2017,23.0494,2,5,1,7,1,3,1
17972,196944,2017,21.9723,2,1,5,2,1,3,1
17973,196945,2017,21.8525,2,8,1,3,1,1,1
17974,196946,2017,25.6914,2,5,7,7,1,3,1
17975,196947,2017,19.9927,2,4,3,4,2,1,1
17976,196949,2017,18.3287,2,5,2,1,1,1,1
17977,196952,2017,21.9723,2,8,5,6,2,3,1
17978,196953,2017,24.3287,2,6,3,5,2,1,1
17979,196954,2017,33.0406,2,6,5,4,1,2,1
17980,196955,2017,19.6319,2,1,1,7,3,1,1
17981,196958,2017,21.8525,1,1,6,6,5,1,1
17982,196964,2017,20.9982,2,5,5,5,2,3,1
17983,196965,2017,21.7107,2,3,2,4,2,4,1
17984,196968,2017,18.8803,2,8,3,2,1,1,1
17985,196977,2017,29.5898,1,8,3,5,3,3,1
17986,196978,2017,20.4863,1,3,1,7,7,1,1
17987,196979,2017,25.9513,1,8,2,4,5,2,1
17988,196980,2017,29.4454,2,7,6,2,7,2,1
17989,196982,2017,23.1434,2,8,6,7,2,1,1
17990,196983,2017,19.1367,2,6,1,7,1,4,1
17991,196986,2017,20.5547,1,6,2,5,1,3,1
17992,196989,2017,21.793,2,8,1,2,1,1,1
17993,196999,2017,26.2391,2,8,1,1,1,4,1
17994,197001,2017,20.7644,1,8,2,1,2,3,1
17995,197002,2017,20.375,1,2,4,6,2,3,1
17996,197003,2017,31.391,2,6,5,7,3,2,1
17997,197004,2017,19.9927,2,8,1,4,1,2,1
17998,197005,2017,17.8945,2,2,5,7,7,2,1
17999,197006,2017,19.8252,2,8,4,1,1,4,1
18000,197007,2017,19.9927,2,4,1,1,2,3,1
18001,197008,2017,18.3287,2,3,1,4,1,1,1
18002,197009,2017,18.7813,2,5,1,5,2,1,1
18003,197010,2017,22.9822,2,5,3,4,3,3,1
18004,197011,2017,27.1613,2,4,4,6,1,4,1
18005,197012,2017,29.8219,1,4,4,2,2,3,1
18006,197013,2017,18.9511,2,1,6,7,2,3,1
18007,197014,2017,20.2442,2,4,1,7,1,4,1
18008,197015,2017,19.3233,2,4,1,5,1,4,1
18009,197016,2017,27.3757,2,6,1,7,1,4,1
18010,197017,2017,17.3694,2,4,5,7,2,4,1
18011,197018,2017,19.2391,2,8,3,6,1,1,1
18012,197019,2017,17.68,1,2,1,5,1,1,1
18013,197020,2017,19.1511,2,6,1,3,1,1,1
18014,197021,2017,22.821,2,8,3,2,1,1,1
18015,197022,2017,19.12,2,4,2,2,1,1,1
18016,197023,2017,19.2489,2,3,6,7,1,1,1
18017,197024,2017,20.9573,1,4,3,7,1,1,1
18018,197025,2017,19.285,2,5,5,7,1,1,1
18019,197026,2017,20.4863,1,1,7,7,3,2,1
18020,197027,2017,19.633,2,4,1,4,1,3,1
18021,197028,2017,25.5237,1,5,1,6,2,3,1
18022,197029,2017,20.3913,2,4,5,6,2,1,1
18023,197030,2017,16.2939,1,1,2,2,1,4,1
18024,197031,2017,21.6172,2,3,4,5,3,1,1
18025,197033,2017,16.6728,2,2,7,6,1,1,1
18026,197034,2017,22.6556,2,1,4,7,2,3,1
18027,197036,2017,19.6319,1,5,4,5,2,1,1
18028,197038,2017,21.598,2,4,2,5,1,4,1
18029,197039,2017,28.9293,2,6,1,3,1,1,1
18030,197041,2017,12.9876,2,4,3,5,3,3,1
18031,197043,2017,22.082,2,3,7,7,1,1,1
18032,197044,2017,19.6925,2,7,4,4,1,1,1
18033,197045,2017,19.3992,1,4,1,7,2,1,1
18034,197046,2017,21.8289,1,8,2,6,2,1,1
18035,197047,2017,24.8047,2,8,3,4,1,1,1
18036,197048,2017,21.1607,1,8,4,1,2,3,1
18037,197049,2017,18.7716,2,4,2,7,2,3,1
18038,197051,2017,19.3284,2,6,5,7,2,1,1
18039,197053,2017,28.4474,2,2,4,6,1,3,1
18040,197054,2017,23.2109,1,4,1,7,2,3,1
18041,197058,2017,38.3214,1,1,1,7,7,1,1
18042,197059,2017,40.7539,2,1,6,4,2,1,1
18043,197063,2017,19.3233,2,3,4,2,1,1,1
18044,197065,2017,26.1598,1,8,2,5,2,1,1
18045,197066,2017,17.9269,2,8,1,4,1,1,1
18046,197067,2017,18.8339,2,8,3,1,1,1,1
18047,197068,2017,17.0318,2,8,1,1,1,1,1
18048,197070,2017,21.9723,2,2,3,5,1,3,1
18049,197071,2017,20.4863,2,1,1,1,1,1,1
18050,197076,2017,19.3278,2,8,6,5,3,1,1
18051,197077,2017,20.0268,2,5,3,7,1,2,1
18052,197081,2017,22.1484,2,6,1,7,2,3,1
18053,197084,2017,24.8448,2,5,4,1,3,3,1
18054,197086,2017,25.7617,1,1,1,5,2,3,1
18055,197087,2017,23.7847,1,8,4,7,2,3,1
18056,197093,2017,24.6582,1,1,6,1,3,3,1
18057,197098,2017,22.6338,2,4,5,4,2,3,1
18058,197106,2017,32.9881,2,5,3,4,3,1,1
18059,197111,2017,20.77,1,8,5,7,4,1,1
18060,197112,2017,28.7031,1,5,2,1,1,1,1
18061,197113,2017,18.9511,2,3,1,2,1,1,1
18062,197114,2017,19.6319,2,3,1,2,1,1,1
18063,197116,2017,23.1648,2,6,3,5,2,4,1
18064,197118,2017,19.285,2,4,2,3,1,1,1
18065,197119,2017,28.8828,2,8,4,3,2,1,1
18066,197123,2017,20.6094,1,6,1,1,2,3,1
18067,197127,2017,20.5786,2,1,1,1,1,1,1
18068,197136,2017,19.415,2,2,1,1,1,1,1
18069,197137,2017,26.9772,2,7,4,2,2,4,1
18070,197138,2017,22.0895,2,3,1,2,1,1,1
18071,197140,2017,19.285,1,6,2,1,5,1,1
18072,197152,2017,22.195,1,7,2,2,2,4,1
18073,197161,2017,26.8408,2,3,1,3,2,1,1
18074,197202,2017,27.4894,2,4,4,1,1,1,1
18075,197209,2017,23.4931,2,4,3,5,2,2,1
18076,197211,2017,28.3516,2,7,5,3,1,4,1
18077,197213,2017,18.6782,2,8,3,4,1,1,1
18078,197217,2017,24.7484,2,8,1,7,1,1,1
18079,197218,2017,32.9385,2,6,3,4,1,1,1
